movieTitle,tomatometer_rating,audience_rating
Toy Soldiers,36.0,66.0
Come and See Idi i smotri,97.0,95.0
The Miracle,67.0,62.0
Hot Shots,83.0,65.0
Dogfight,78.0,87.0
The Hitman,13.0,45.0
Teachers Pet,86.0,71.0
Shattered,36.0,56.0
Romeo and Juliet,78.0,50.0
The Doctor,82.0,72.0
Paradise,36.0,50.0
The Commitments,89.0,90.0
Frankie  Johnny,66.0,67.0
Deceived,37.0,42.0
The Star,29.0,60.0
Poison,77.0,68.0
Cape Fear,74.0,77.0
Homo Faber Voyager,56.0,72.0
My Girl,53.0,77.0
JFK,84.0,88.0
The Man in the Moon,90.0,85.0
The Prize,50.0,68.0
The Train,92.0,89.0
Father of the Bride,70.0,70.0
Rush,71.0,72.0
Medicine Man,19.0,46.0
Platinum Blonde,88.0,66.0
The Uninvited,95.0,81.0
The Italian Job,83.0,86.0
Beethoven,30.0,35.0
Tacones Lejanos High Heels,53.0,83.0
The Babe,46.0,37.0
The Cutting Edge,57.0,76.0
Gladiator,31.0,68.0
Kid Galahad,100.0,68.0
Deep Cover,82.0,77.0
All I Want for Christmas,0.0,59.0
Class Act,17.0,72.0
Edward II,100.0,75.0
A Midnight Clear,88.0,79.0
Boomerang,43.0,59.0
Rapid Fire,45.0,55.0
Live Wire,0.0,30.0
Of Mice and Men,97.0,82.0
Body Parts,41.0,33.0
Cool World,6.0,31.0
Singles,79.0,72.0
The Naked City,88.0,80.0
Conquest of Space,60.0,26.0
Wind,50.0,82.0
The Last of the Mohicans,93.0,88.0
Consenting Adults,25.0,24.0
Husbands and Wives,93.0,87.0
Hero,67.0,50.0
Ned Kelly Ned Kelly Outlaw,27.0,26.0
Hallelujah,83.0,55.0
The Sea Wolf,100.0,76.0
Forever Young,57.0,53.0
Matinee,92.0,62.0
Unforgiven,96.0,93.0
Leap of Faith,64.0,45.0
Malcolm X,88.0,91.0
Love on the Run,80.0,61.0
Scent of a Woman,89.0,92.0
Nowhere to Run,30.0,32.0
Sniper,38.0,55.0
The Vanishing,49.0,46.0
The Crush,25.0,41.0
Boiling Point,18.0,21.0
Indian Summer,58.0,65.0
Alive,59.0,68.0
Point of No Return The Assassin,50.0,50.0
Brothers Keeper,100.0,88.0
Born Yesterday,23.0,27.0
Stalker,100.0,93.0
The Browning Version,89.0,95.0
Posse,29.0,48.0
Made in America,31.0,30.0
Cliffhanger,69.0,52.0
Frankenstein,17.0,47.0
The Firm,75.0,64.0
The Black Scorpion,60.0,33.0
The Lodger A Story of the London Fog,96.0,76.0
Equinox,33.0,42.0
Gypsy,57.0,76.0
Wide Sargasso Sea,65.0,37.0
The Secret Garden,88.0,80.0
Strictly Ballroom,93.0,87.0
Calendar Girl,11.0,31.0
Savage Messiah,60.0,79.0
Deadfall,0.0,25.0
Much Ado About Nothing,90.0,86.0
Airborne,21.0,59.0
Gettysburg,77.0,89.0
Fatal Instinct,18.0,40.0
High Noon,97.0,89.0
A Home of Our Own,50.0,73.0
The Fugitive,96.0,89.0
Fearless,85.0,80.0
Trauma Dario Argentos Trauma,57.0,41.0
Cool Runnings,76.0,81.0
The Skin Game,38.0,17.0
The Man Who Loved Women,33.0,37.0
Impact,60.0,54.0
Into the West,77.0,79.0
The Three Musketeers,28.0,62.0
Alice in Wonderland,33.0,62.0
Scared Stiff,71.0,74.0
Gunmen,15.0,35.0
Dangerous Game,31.0,45.0
The Getaway,32.0,28.0
Angels in the Outfield,83.0,63.0
Heaven  Earth,40.0,70.0
Snow White and the Seven Dwarfs,98.0,78.0
Sugar Hill,20.0,69.0
Thumbelina,27.0,66.0
The Young Americans,33.0,41.0
Alice Neco z Alenky,100.0,80.0
The Last Man on Earth,80.0,69.0
Shermans March,100.0,85.0
Bad Girls,9.0,40.0
Dream Lover,57.0,40.0
Black Beauty,80.0,75.0
The Circus,96.0,94.0
The Kid,100.0,95.0
Wyatt Earp,44.0,61.0
Betty,90.0,59.0
Blown Away,38.0,40.0
The Mask,77.0,68.0
Wolf,60.0,42.0
Orlacs Hande The Hands of Orlac,86.0,81.0
The Shadow,35.0,44.0
It Could Happen to You,71.0,54.0
Robin Hood,100.0,72.0
Milk Money,12.0,37.0
Barcelona,82.0,80.0
The Browning Version,78.0,79.0
Only You,54.0,68.0
The Specialist,7.0,29.0
Titanic,91.0,66.0
Beloved,78.0,71.0
Rudyard Kiplings The Jungle Book,80.0,55.0
The Life and Times of Allen Ginsberg,77.0,71.0
Junior,36.0,22.0
Street Fighter,10.0,20.0
Little Women,92.0,84.0
Shallow Grave,69.0,83.0
Bad Company,27.0,31.0
Three Colors Red Trois couleurs Rouge,100.0,95.0
True Crime,0.0,43.0
LEnfer,100.0,74.0
Nobodys Fool,91.0,81.0
The Wild Bunch,90.0,91.0
The Quick and the Dead,59.0,53.0
Top Dog,0.0,32.0
Man of the House,14.0,33.0
Born to Be Wild,0.0,48.0
Hideaway,20.0,39.0
The Babysitter,17.0,16.0
The Old Dark House,96.0,72.0
She,50.0,52.0
School for Scoundrels,100.0,70.0
Village of the Damned,29.0,27.0
A Little Princess,97.0,88.0
Mad Love,28.0,49.0
Bad Boys,42.0,78.0
Smoke,93.0,89.0
Pocahontas,55.0,64.0
Contraband,100.0,67.0
Raw Deal,100.0,81.0
Cowboy,86.0,57.0
Babe,97.0,67.0
The Prophecy,43.0,64.0
Braveheart,78.0,85.0
Copycat,78.0,64.0
Fair Game,12.0,14.0
The Scarlet Letter,13.0,41.0
Home for the Holidays,63.0,72.0
Kicking and Screaming,57.0,76.0
Shadows,100.0,81.0
Persuasion,86.0,84.0
To Die For,88.0,65.0
It Takes Two,8.0,60.0
Boomerang,80.0,63.0
Casino,80.0,93.0
Jumanji,55.0,62.0
Richard III,94.0,85.0
Heat,87.0,94.0
Zhong Nan Hai bao biao The Defender The Bodyguard from Beijing,71.0,67.0
The Addiction,75.0,69.0
Sabrina,65.0,64.0
Heavy Metal,60.0,67.0
The Hill,71.0,93.0
Sudden Death,50.0,39.0
Dead Man Walking,95.0,86.0
Cry the Beloved Country,85.0,73.0
Georgia,80.0,66.0
Wuthering Heights,60.0,63.0
Broken Arrow,52.0,44.0
Restoration,70.0,59.0
Black Sheep,28.0,70.0
Screamers,28.0,45.0
Othello,67.0,64.0
The Substitute,43.0,40.0
Diabolique,18.0,34.0
Before and After,32.0,35.0
The Old Man and the Sea,78.0,67.0
The Convent O Convento,38.0,32.0
August,14.0,48.0
Carried Away,64.0,40.0
The Quest,14.0,36.0
Flipper,32.0,34.0
Primal Fear,76.0,89.0
Twister,58.0,58.0
Fear,46.0,63.0
The Arrival,65.0,44.0
Charlotte Brontes Jane Eyre,74.0,68.0
Last Dance,32.0,50.0
Moll Flanders,43.0,72.0
The Last Supper,63.0,70.0
Cold Comfort Farm,83.0,82.0
Independence Day,67.0,75.0
The Rock,66.0,85.0
The Phantom,43.0,31.0
Matilda,90.0,73.0
The Island of Dr Moreau,24.0,20.0
The Struggle,29.0,31.0
A Time to Kill,67.0,85.0
Kingpin,50.0,69.0
Chain Reaction,18.0,27.0
Infinity,62.0,34.0
The Dentist,0.0,29.0
Alaska,18.0,44.0
Jack,18.0,49.0
Freeway,76.0,76.0
Girls Town,88.0,81.0
The Fan,37.0,34.0
Harriet the Spy,48.0,50.0
House Arrest,10.0,45.0
The Hunchback of Notre Dame,71.0,70.0
Bulletproof,8.0,44.0
Foxfire,27.0,65.0
The Associate,28.0,53.0
Emma,85.0,77.0
Les Visiteurs The Visitors,31.0,79.0
Selena,64.0,77.0
Lone Star,94.0,83.0
101 Dalmatians,41.0,40.0
Ransom,75.0,62.0
Scream,78.0,79.0
One Fine Day,50.0,66.0
Michael,34.0,45.0
In Love and War,11.0,50.0
Turbulence,17.0,19.0
Touch,33.0,34.0
Metro,15.0,27.0
The Crucible,68.0,66.0
That Darn Cat,13.0,23.0
Hamlet,95.0,90.0
Private Parts,75.0,68.0
Mother,88.0,75.0
Iron Monkey,91.0,86.0
McHales Navy,3.0,38.0
Volcano,50.0,31.0
Anna Karenina,26.0,66.0
Get Carter,84.0,85.0
Traveller,79.0,53.0
Batman  Robin,11.0,16.0
The Van,38.0,71.0
Breakdown,81.0,67.0
Pippi Longstocking,43.0,54.0
Joyride,20.0,29.0
Out to Sea,36.0,52.0
Nothing to Lose,28.0,68.0
Jack Frost,7.0,31.0
George of the Jungle,56.0,41.0
Contact,66.0,78.0
Buddy,25.0,31.0
Hoodlum,43.0,65.0
Steel,12.0,15.0
Fire Down Below,11.0,35.0
Bliss,46.0,54.0
Picture Perfect,47.0,37.0
Shall We Dance Shall We Dansu,91.0,89.0
The Game,74.0,84.0
Most Wanted,15.0,40.0
The Keeper,17.0,63.0
The Assignment,60.0,62.0
The Peacemaker,43.0,39.0
No Way Out,90.0,82.0
Seven Years in Tibet,60.0,73.0
One Night Stand,32.0,38.0
Anastasia,86.0,77.0
12 Angry Men,92.0,87.0
Firestorm,12.0,26.0
The Killers,100.0,89.0
Requiem for a Heavyweight,92.0,89.0
The Rainmaker,82.0,77.0
Fallen,40.0,72.0
Fall,0.0,84.0
Great Expectations,37.0,78.0
The Borrowers,73.0,49.0
Senseless,6.0,45.0
Merlin,82.0,73.0
The Man in the Iron Mask,32.0,55.0
Mr Nice Guy Yat goh hiu yan,43.0,44.0
Nightwatch,28.0,46.0
Wide Awake,44.0,67.0
Imitation of Life,92.0,85.0
Twilight,60.0,30.0
Hush,12.0,35.0
Passion Godards Passion,57.0,62.0
The Mark of Zorro,91.0,79.0
Of Mice and Men,100.0,85.0
A Perfect Murder,56.0,51.0
Les Miserables,74.0,83.0
Madeline,65.0,43.0
The Parent Trap,86.0,70.0
Out of Sight,93.0,74.0
The Avengers,5.0,15.0
Dirty Work,17.0,65.0
The Negotiator,74.0,79.0
Blade,56.0,78.0
Mafia,14.0,47.0
Rounders,65.0,87.0
Return to Paradise,71.0,74.0
Funny Games,69.0,83.0
Soldier,13.0,44.0
Whatever,75.0,71.0
Tango,68.0,86.0
The Thin Red Line,80.0,80.0
Elizabeth,82.0,86.0
Happiness,81.0,89.0
Cousin Bette,41.0,40.0
Life Is Beautiful La Vita e bella,80.0,96.0
Mighty Joe Young,54.0,40.0
At First Sight,32.0,46.0
Supernova,10.0,17.0
Lolita,68.0,75.0
True Crime,54.0,49.0
Psycho,38.0,28.0
The Siege,44.0,53.0
Gloria,14.0,31.0
The Impostors,62.0,73.0
Gunshy,20.0,53.0
Wishful Thinking,0.0,25.0
Virus,12.0,21.0
Life,50.0,77.0
Lost and Found,13.0,28.0
Go,91.0,78.0
The Mummy,61.0,75.0
The Winslow Boy,97.0,77.0
The King and I,13.0,40.0
The General,82.0,81.0
Payback,55.0,69.0
Bent,73.0,77.0
Buena Vista Social Club,92.0,90.0
Friends  Lovers,7.0,33.0
The Confession,40.0,36.0
Ill Be Home for Christmas,23.0,41.0
Underground,86.0,96.0
The Thirteenth Floor,30.0,64.0
Der Unhold The Ogre,89.0,72.0
Black and White,20.0,26.0
Jack Frost,19.0,39.0
The War at Home,100.0,79.0
Deep Blue Sea,59.0,39.0
After Sex,78.0,64.0
The Haunting,16.0,28.0
Dick,71.0,53.0
William Shakespeares A Midsummer Nights Dream,67.0,60.0
Deja Vu,65.0,61.0
An Ideal Husband,85.0,69.0
K911,17.0,45.0
Fireworks Hanabi,96.0,93.0
Animal Farm,40.0,38.0
In Too Deep,39.0,75.0
The Best Man,72.0,86.0
Man on the Moon,63.0,79.0
Anna and the King,51.0,64.0
Double Jeopardy,27.0,61.0
The Hurricane,83.0,87.0
Diamonds,26.0,27.0
The End of the Affair,67.0,74.0
Guinevere,86.0,54.0
Mansfield Park,77.0,77.0
Miss Julie,39.0,52.0
Superstar,32.0,60.0
House on Haunted Hill,30.0,42.0
Tumbleweeds,82.0,65.0
The Bachelor,9.0,28.0
Last Night,84.0,85.0
A Dog of Flanders,21.0,63.0
Eye of the Beholder,9.0,32.0
The Celebration Festen,91.0,94.0
Excellent Cadavers,63.0,47.0
Boiler Room,66.0,78.0
What Planet Are You From,42.0,28.0
Witness Protection,60.0,72.0
The End of the Affair,80.0,58.0
Whatever It Takes,16.0,45.0
High Fidelity,91.0,90.0
Inferno Pilgrim,20.0,26.0
Coming Soon,29.0,26.0
Where the Heart Is,35.0,76.0
Committed,43.0,35.0
Dinosaur,64.0,48.0
Screwed,13.0,48.0
Hamlet,59.0,46.0
Road Trip,58.0,65.0
Running Free,27.0,72.0
Sunshine,74.0,81.0
Gone in 60 Seconds Gone in Sixty Seconds,25.0,77.0
George Washington,84.0,85.0
Shaft,67.0,41.0
The Patriot,61.0,81.0
Whos Minding the Store,40.0,64.0
Slow Burn,12.0,9.0
The In Crowd,2.0,38.0
Loser,24.0,35.0
American Virgin,29.0,9.0
Wildflowers,57.0,44.0
Saving Grace,63.0,83.0
The Art of War,16.0,36.0
The Crew,20.0,34.0
Backstage,31.0,78.0
Beowulf,0.0,23.0
10 Cent Pistol,43.0,29.0
10 Cloverfield Lane,90.0,79.0
10 Minutes Gone,0.0,18.0
10 Questions for the Dalai Lama,79.0,73.0
10 Rules For Sleeping Around,0.0,11.0
10 Things I Hate About You,69.0,69.0
10 Years,60.0,40.0
10th  Wolf,19.0,52.0
10x10,67.0,21.0
Bait,26.0,40.0
Duets,21.0,48.0
Beautiful,16.0,55.0
Under Suspicion,49.0,49.0
Circus,9.0,47.0
Get Carter,11.0,28.0
Attack,100.0,78.0
The Contender,76.0,73.0
The Ladies Man,11.0,42.0
Lost Souls,8.0,22.0
Bedazzled,50.0,42.0
Blow Dry,19.0,55.0
A Kiss Before Dying,100.0,47.0
Malena,54.0,84.0
Lies,54.0,51.0
La Ciudad The City,83.0,100.0
The Gift,57.0,55.0
Traffic,93.0,85.0
Double Take,12.0,50.0
The Pledge,78.0,59.0
Panic,91.0,62.0
Hannibal,39.0,62.0
Down to Earth,20.0,40.0
Sweet November,15.0,76.0
The Interview,100.0,81.0
The Brothers,63.0,85.0
Heartbreakers,53.0,51.0
Someone Like You,42.0,56.0
Hamlet,70.0,63.0
LIE,84.0,78.0
Driven,14.0,33.0
Ace in the Hole The Big Carnival,92.0,92.0
Bad Seed,20.0,47.0
Brother,47.0,79.0
Angel Eyes,33.0,46.0
The Animal,30.0,28.0
Evolution,43.0,48.0
The Fast and the Furious,53.0,74.0
Pearl Harbor,24.0,66.0
Time and Tide Shun liu Ni liu,64.0,74.0
The Road Home Wo de fu qin mu qin,89.0,90.0
Planet of the Apes,44.0,27.0
The Score,73.0,67.0
Heist,66.0,60.0
The Others,83.0,77.0
On the Edge,67.0,79.0
Hamlet,76.0,59.0
Big Trouble,48.0,54.0
Sidewalks of New York,56.0,54.0
The Pornographer,38.0,23.0
The Wash,8.0,64.0
Collateral Damage,19.0,27.0
The Count of Monte Cristo,73.0,88.0
On the Line,19.0,47.0
Uprising,100.0,84.0
Invincible,54.0,51.0
Texas Rangers,2.0,29.0
Iris,79.0,73.0
James Dean,93.0,76.0
Behind Enemy Lines,37.0,62.0
The Order,0.0,28.0
ScoobyDoo,30.0,38.0
Crossroads,14.0,40.0
The New Guy,7.0,54.0
Conspiracy,100.0,86.0
The Time Machine,29.0,37.0
The Rookie,84.0,70.0
Perfume,11.0,51.0
Showtime,25.0,25.0
Human Nature,49.0,61.0
Murder by Numbers,31.0,49.0
Enigma,72.0,55.0
Joshua,22.0,76.0
1114,92.0,76.0
Enough,22.0,67.0
Insomnia,92.0,77.0
Shiner,46.0,29.0
They,38.0,24.0
Brothers Keeper,57.0,23.0
Trapped,17.0,48.0
Beat,57.0,37.0
The Dogwalker,50.0,63.0
Derailed,0.0,21.0
Swept Away,5.0,28.0
All or Nothing,82.0,81.0
Femme Fatale,49.0,49.0
The Quiet American,87.0,72.0
Door to Door,60.0,83.0
One Week,80.0,81.0
Empire,21.0,62.0
Adaptation,91.0,85.0
Pinocchio,0.0,32.0
Nicholas Nickleby,78.0,75.0
The Gathering Storm,83.0,82.0
Lockdown,58.0,79.0
The Hunted,29.0,47.0
Down The Shaft,20.0,18.0
Avenging Angelo,13.0,33.0
Anger Management,42.0,60.0
Devdas,89.0,88.0
Lift,50.0,70.0
Spellbound,97.0,83.0
Carrie,20.0,50.0
Double Vision,60.0,44.0
Unconditional Love,14.0,68.0
Le Divorce,36.0,26.0
Grind,8.0,79.0
Cabin Fever,62.0,44.0
Luther,45.0,74.0
Dummy,71.0,74.0
Suicide Club,57.0,69.0
Good Boy,44.0,40.0
House of the Dead,3.0,10.0
Mayor of the Sunset Strip,87.0,76.0
The Missing,58.0,50.0
The Big Empty,71.0,48.0
Big Fish,75.0,89.0
Highwaymen,13.0,37.0
American Gun,40.0,41.0
The Company,72.0,49.0
Peter Pan,77.0,74.0
Torque,23.0,41.0
112 Weddings,76.0,61.0
The Reckoning,39.0,56.0
The Girl Next Door,56.0,69.0
Ned Kelly,55.0,53.0
Envy,8.0,27.0
The Punisher,29.0,63.0
Valentin,61.0,93.0
The Terminal,61.0,74.0
Madeleine,83.0,70.0
King Arthur,31.0,59.0
Lets Get Frank,54.0,44.0
Heartlands,60.0,79.0
7 Days in September,100.0,80.0
Kal Ho Naa Ho,70.0,92.0
The 24th Day,27.0,58.0
Uncovered The War on Iraq,78.0,69.0
Almost Peaceful,73.0,68.0
Lightning in a Bottle,87.0,88.0
Pride and Prejudice,66.0,56.0
Journey Into Amazing Caves,80.0,72.0
Late Night Shopping,67.0,78.0
Black Cloud,29.0,80.0
Lanas Rain,22.0,60.0
Spin,43.0,69.0
Everyday People,67.0,40.0
Beauty Shop,38.0,62.0
A Snake of June Rokugatsu no hebi,60.0,73.0
Dead Birds,50.0,40.0
Hostage,35.0,62.0
Are We There Yet,12.0,45.0
Hide and Seek,13.0,50.0
Sacred Planet,58.0,62.0
Employee of the Month,11.0,52.0
The Private Lives of Elizabeth and Essex,71.0,64.0
Union Square,53.0,55.0
Cursed,17.0,30.0
Sky High,73.0,57.0
The Snow Walker,86.0,78.0
Devour,20.0,42.0
Appurushido Appleseed,25.0,74.0
Sahara,38.0,53.0
Nightmare Alley,100.0,87.0
Arven The Inheritance,75.0,84.0
Moog,29.0,43.0
Crash,74.0,88.0
Antares,0.0,57.0
The Honeymooners,13.0,30.0
Stealth,12.0,40.0
The Muppets Wizard of Oz,30.0,36.0
No Direction Home Bob Dylan,88.0,95.0
Bad Timing,50.0,75.0
Pom Poko Heisei tanuki gassen pompoko The Raccoon War,85.0,77.0
The Skeleton Key,38.0,58.0
Red Eye,79.0,64.0
Wall Mur,68.0,68.0
Bomb the System,32.0,84.0
Hellbent,48.0,41.0
Venom,11.0,21.0
Capote,90.0,82.0
Nine Lives,75.0,67.0
Festival,80.0,54.0
Good Night And Good Luck,93.0,83.0
Kids in America,17.0,65.0
Rent,46.0,83.0
Jarhead,61.0,68.0
Godzilla Final Wars,50.0,70.0
The New World,63.0,58.0
Pride and Prejudice,86.0,89.0
The Ringer,40.0,68.0
Land of Plenty,62.0,62.0
Breakfast on Pluto,57.0,80.0
Mystery of the Nile,69.0,71.0
The Football Factory,38.0,83.0
Curious George,70.0,69.0
Big Mommas House 2,5.0,58.0
The Promise Master of Crimson Armor Wu ji,31.0,44.0
Pariah,43.0,49.0
1155,100.0,79.0
Hoodwinked,46.0,56.0
Glory Road,55.0,81.0
Date Movie,7.0,35.0
Why We Fight,78.0,88.0
Casanova,43.0,58.0
Doogal,8.0,22.0
Summer Storm Sommersturm,48.0,78.0
Adam  Steve,55.0,56.0
On a Clear Day,68.0,72.0
Clean,73.0,66.0
The Panic in Needle Park,85.0,75.0
London,14.0,60.0
Little Fish,90.0,57.0
Evil Ondskan,68.0,87.0
The Devil and Daniel Johnston,88.0,91.0
See No Evil,9.0,50.0
Marie Antoinette,57.0,56.0
Goal The Dream Begins Goal The Impossible Dream,42.0,77.0
The Dark,40.0,32.0
Sleeping Dogs Lie,64.0,41.0
The Oh in Ohio,23.0,35.0
Christmas in the Clouds,69.0,64.0
The Hoax,86.0,58.0
For Your Consideration,52.0,43.0
Free Zone,26.0,35.0
Standing Still,36.0,37.0
Superhero Movie,17.0,32.0
The Blue Butterfly,44.0,64.0
Straight Into Darkness,57.0,38.0
Look Both Ways,76.0,75.0
The Big White,30.0,56.0
Bobby,47.0,72.0
Cavite,73.0,54.0
Land of the Blind,17.0,63.0
Coastlines,48.0,28.0
A Slight Case of Murder,80.0,74.0
Unconscious,85.0,87.0
Home,38.0,40.0
The Breed,27.0,29.0
Stupidity,67.0,45.0
Voices of Iraq,60.0,84.0
Trade,33.0,74.0
Abominable,67.0,41.0
Rest Stop,0.0,29.0
Red Doors,61.0,71.0
Pizza,31.0,51.0
The Woods,67.0,37.0
The Magus,40.0,53.0
Driving Lessons,48.0,71.0
Ballets Russes,92.0,81.0
Angel Rodriguez,83.0,11.0
Karla,0.0,37.0
Death  Texas,75.0,63.0
Cocaine Angel,60.0,53.0
The Invisible,20.0,57.0
The Bridge,68.0,72.0
Conversations With God,7.0,67.0
Perfect Stranger,10.0,51.0
Vitus,66.0,80.0
Definitely Maybe,70.0,72.0
Wanted,71.0,69.0
Silk,7.0,29.0
License to Wed,7.0,53.0
Fred Claus,21.0,45.0
Antikorper Antibodies,67.0,71.0
Funny Games,52.0,54.0
The Jane Austen Book Club,66.0,67.0
Fail Safe,100.0,79.0
Lars and the Real Girl,81.0,84.0
Ghosts of Abu Ghraib,100.0,91.0
Longford,100.0,86.0
A Simple Curve,63.0,57.0
Tortilla Heaven,25.0,34.0
Madeinusa,83.0,72.0
10 MPH,80.0,64.0
Hurricane on the Bayou,85.0,64.0
In Debt We Trust,80.0,66.0
The Contract,0.0,26.0
Descent,35.0,33.0
Kannathil Muthamittal A Peck on the Cheek,83.0,93.0
Rally Round the Flag Boys,30.0,49.0
Hollywood Dreams,38.0,68.0
The Final Season,26.0,67.0
The Last Time,35.0,39.0
Take,45.0,42.0
You Kill Me,78.0,59.0
Amu,82.0,76.0
Splinter,43.0,28.0
11816,75.0,61.0
As You Like It,36.0,49.0
The Hunting Party,55.0,67.0
Michael Moore Hates America,75.0,59.0
Dirty Laundry,50.0,68.0
Evil Aliens,50.0,53.0
The Burning,80.0,61.0
Alvin and the Chipmunks,28.0,64.0
The Unknown Soldier,60.0,80.0
Dear Pillow,100.0,75.0
Coffee Date,50.0,61.0
The Express,62.0,75.0
The Rape of Europa,82.0,92.0
Broken,12.0,32.0
Itty Bitty Titty Committee,38.0,56.0
Strange Culture,91.0,60.0
Blindness,43.0,47.0
Mad Money,22.0,48.0
The Haunting in Connecticut,17.0,45.0
Billy the Kid,81.0,86.0
Tenderness,40.0,22.0
Angels  Demons,37.0,57.0
The Lovely Bones,32.0,52.0
Shelter,60.0,85.0
The Great Buck Howard,71.0,49.0
The Bank Job,79.0,74.0
Zack and Miri Make a Porno,66.0,66.0
Blood Creek,43.0,30.0
Over Her Dead Body,15.0,42.0
Imagine That,40.0,40.0
Ghost Town,85.0,60.0
College,5.0,27.0
Changeling,62.0,82.0
LA Twister,13.0,33.0
Life is a Bed of Roses,78.0,44.0
What Love Is,15.0,55.0
No Smoking,46.0,62.0
Mister Lonely,47.0,57.0
Hell Ride,10.0,30.0
Partition,38.0,73.0
Smart People,49.0,39.0
The Cottage,72.0,45.0
State of Play,84.0,73.0
All Hat,20.0,18.0
Trumbo,83.0,78.0
Deal,3.0,38.0
Chapter 27,18.0,37.0
Step Brothers,55.0,69.0
Botched,25.0,44.0
Noise,58.0,60.0
Burning the Future Coal in America,88.0,75.0
Miss Conception,8.0,19.0
Elegy,75.0,61.0
The Take,85.0,48.0
All in This Tea,83.0,80.0
Ice Age Dawn of the Dinosaurs Ice Age 3,46.0,62.0
High School Musical 3 Senior Year,63.0,72.0
Heart of the Beholder,83.0,56.0
Fanaa,100.0,78.0
Encounters at the End of the World,94.0,83.0
Phoebe in Wonderland,61.0,70.0
Love and Other Disasters,20.0,57.0
Bunt Delo Litvinenko Poisoned by Polonium The Litvinenko File Rebellion The Litvinenko Case,67.0,63.0
Salaam Namaste,83.0,75.0
The Wolfman,34.0,33.0
HappyGoLucky,92.0,67.0
Viva,62.0,39.0
My Winnipeg,95.0,77.0
Space Chimps,33.0,33.0
Hounddog,15.0,48.0
Never Forever,80.0,71.0
The Princess and the Frog,85.0,74.0
Cloudy With a Chance of Meatballs,86.0,72.0
Lou Reeds Berlin,78.0,85.0
Patti Smith Dream of Life,67.0,76.0
Lakeview Terrace,44.0,39.0
Quarantine,56.0,44.0
Reprise,88.0,84.0
Before the Rains,49.0,50.0
My Name Is Bruce,38.0,48.0
Mirrors,15.0,44.0
Trapped Ashes,33.0,14.0
OSS 117 Le Caire Nid dEspions OSS 117 Cairo Nest of Spies,77.0,75.0
Hofshat Kaits My Father My Lord,95.0,75.0
Ballast,92.0,71.0
Paris,66.0,66.0
Never Say Macbeth,100.0,59.0
Fantastic Mr Fox,93.0,85.0
The Art Of Travel,63.0,51.0
Ballet Shoes,100.0,66.0
The Perfect Game,57.0,70.0
Shutter Island,68.0,76.0
Disfigured,71.0,61.0
Bustin Down the Door,79.0,73.0
Ninja Assassin,26.0,54.0
Recount,78.0,81.0
I Love You Beth Cooper,13.0,32.0
Far North,83.0,47.0
111111,7.0,17.0
11 Minutes 11 Minut,74.0,38.0
The 11th Hour,67.0,69.0
The Informant,79.0,44.0
RoboCop,48.0,49.0
The Wrecking Crew,94.0,84.0
Closing the Ring,33.0,58.0
Dorian Gray,44.0,39.0
Nobel Son,25.0,44.0
17 Again,56.0,67.0
The Good Life,20.0,53.0
The Tooth Fairy,17.0,41.0
The Greatest,53.0,53.0
Labor Pains,0.0,30.0
Dark Streets,19.0,14.0
The Book of Revelation,69.0,42.0
Open Window,20.0,33.0
Green Zone,53.0,57.0
Easy Virtue,52.0,47.0
Dear Zachary A Letter to a Son About His Father,94.0,96.0
Under the Sea 3D,94.0,75.0
Dance of the Dead,80.0,51.0
Fetching Cody,0.0,69.0
Me and Orson Welles,85.0,61.0
Center Stage Turn It Up,60.0,58.0
The Children,76.0,50.0
War Child,50.0,79.0
Garbage Warrior,83.0,85.0
The Last House on the Left,42.0,52.0
The Crazies,70.0,56.0
9,57.0,56.0
The Three Stooges,52.0,47.0
The Lodger,24.0,29.0
Paper Man,32.0,48.0
Creation,46.0,49.0
Our Man in Havana,94.0,77.0
Crips and Bloods Made in America,76.0,73.0
Tennessee,33.0,52.0
Free Style,33.0,54.0
Helen,44.0,49.0
Four Flies on Grey Velvet 4 mosche di velluto grigio,67.0,60.0
Weapons,0.0,55.0
Islander,88.0,83.0
The Taking of Pelham 1 2 3,51.0,52.0
Obsessed,19.0,46.0
Katyn,91.0,75.0
Sugarhouse,29.0,52.0
Weather Girl,33.0,36.0
Unmade Beds,76.0,68.0
Adam,66.0,72.0
Tyson,85.0,79.0
The Boys Are Back,73.0,61.0
Splice,75.0,37.0
Crossing Arizona,100.0,79.0
Its Complicated,58.0,60.0
The Cove,95.0,94.0
Vinyan,53.0,32.0
1208 East of Bucharest A fost sau na fost,96.0,75.0
Black Sun,75.0,85.0
Mary and Max,95.0,92.0
New York,57.0,66.0
Puss in Boots,86.0,67.0
Mystery Team,58.0,64.0
Reunion,19.0,33.0
The Last Word,40.0,48.0
El Bano del Papa The Popes Toilet,88.0,79.0
The Twilight Saga Eclipse,48.0,60.0
Antichrist,53.0,55.0
Splinterheads,27.0,50.0
Baby on Board,20.0,19.0
Extract,62.0,38.0
The Debt,77.0,66.0
Everybodys Fine,48.0,53.0
Last Night,53.0,46.0
Howl,63.0,58.0
Life During Wartime,68.0,48.0
The Friends of Eddie Coyle,100.0,88.0
The Skeptic,8.0,27.0
Remember Me,27.0,69.0
Uncle Nino,21.0,69.0
What Goes Up,16.0,31.0
Cest Pas Moi Je le Jure Its Not Me I Swear,100.0,85.0
