movie_title,genres,tomatometer_rating,tomatometer_count,audience_rating,audience_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
The Black Balloon,Drama,85.0,41.0,84.0,4684.0,35,6
Black Book,"Drama, Mystery & Suspense",75.0,155.0,87.0,37487.0,117,38
Black Butterflies,Drama,69.0,13.0,62.0,881.0,9,4
Black Butterfly,"Drama, Mystery & Suspense",40.0,20.0,41.0,567.0,8,12
Black Caesar,"Action & Adventure, Drama",62.0,13.0,64.0,3047.0,8,5
The Black Cauldron,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",53.0,32.0,48.0,45740.0,17,15
Black Christmas,"Horror, Mystery & Suspense",14.0,63.0,37.0,137904.0,9,54
Black Christmas,"Horror, Mystery & Suspense",39.0,106.0,31.0,1356.0,41,65
Black Coffee,"Comedy, Romance",40.0,10.0,56.0,308.0,4,6
Black Cop,"Drama, Mystery & Suspense",82.0,11.0,61.0,59.0,9,2
The Black Dahlia,"Drama, Mystery & Suspense",32.0,194.0,27.0,97661.0,63,131
Black Death,"Art House & International, Drama, Horror, Mystery & Suspense",71.0,66.0,49.0,19706.0,47,19
Black Dog,Action & Adventure,10.0,20.0,60.0,21049.0,2,18
Black Dynamite,"Action & Adventure, Comedy",83.0,63.0,85.0,15649.0,52,11
Black Friday,"Action & Adventure, Art House & International, Drama",89.0,9.0,92.0,3662.0,8,1
Black Hawk Down,"Action & Adventure, Drama",76.0,173.0,88.0,473094.0,132,41
Black Knight,"Action & Adventure, Comedy, Science Fiction & Fantasy",14.0,98.0,34.0,169151.0,14,84
Black Magic for White Boys,Comedy,80.0,10.0,63.0,0.0,8,2
Black Mask,"Action & Adventure, Art House & International",48.0,29.0,50.0,22245.0,14,15
Black Mass,Drama,73.0,288.0,68.0,55553.0,210,78
Black Moon Rising,Action & Adventure,43.0,14.0,23.0,4493.0,6,8
Black Narcissus,"Classics, Drama, Faith & Spirituality",100.0,33.0,88.0,7271.0,33,0
Black Nativity,"Drama, Musical & Performing Arts, Faith & Spirituality",50.0,90.0,51.0,10451.0,45,45
Black November,"Action & Adventure, Drama, Mystery & Suspense",23.0,13.0,38.0,198.0,3,10
Black Ops,"Action & Adventure, Horror, Science Fiction & Fantasy",67.0,9.0,63.0,0.0,6,3
Black or White,Drama,38.0,104.0,65.0,16228.0,40,64
The Black Orchid,"Classics, Comedy, Drama, Romance",20.0,5.0,59.0,243.0,1,4
Black Orpheus (Orfeu Negro),"Art House & International, Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",90.0,41.0,86.0,6275.0,37,4
Black Out,"Action & Adventure, Comedy",45.0,11.0,48.0,123.0,5,6
Black Panther,"Action & Adventure, Drama, Science Fiction & Fantasy",96.0,512.0,79.0,88211.0,495,18
Black Pond,"Art House & International, Comedy, Drama, Mystery & Suspense",100.0,7.0,66.0,249.0,7,0
Black Robe,"Action & Adventure, Art House & International, Drama, Faith & Spirituality",92.0,13.0,75.0,7043.0,12,1
Black Rock,"Drama, Mystery & Suspense",53.0,59.0,24.0,3960.0,31,28
Black Rose,"Action & Adventure, Mystery & Suspense",22.0,9.0,15.0,51.0,2,7
Black Sabbath (I Tre volti della paura) (The Three Faces of Fear) (The Three Faces of Terror),"Art House & International, Horror",88.0,17.0,75.0,5725.0,15,2
Black Sea,"Action & Adventure, Drama, Mystery & Suspense",80.0,136.0,59.0,16311.0,109,28
Black Sheep,"Comedy, Horror",72.0,95.0,53.0,42881.0,68,27
Black Site,"Action & Adventure, Art House & International, Horror",67.0,9.0,11.0,19.0,6,3
Black Snake Moan,Drama,66.0,162.0,69.0,413565.0,107,55
The Black Stallion,"Action & Adventure, Kids & Family",90.0,29.0,83.0,32474.0,26,3
Black Sunday,Horror,86.0,21.0,77.0,6604.0,18,3
The Black Swan,"Action & Adventure, Classics, Drama, Kids & Family",83.0,6.0,72.0,1351.0,5,1
Black Swan,"Drama, Mystery & Suspense",85.0,309.0,84.0,178032.0,262,47
Black Water,Action & Adventure,0.0,9.0,26.0,105.0,0,9
The Black Waters of Echo's Pond,"Horror, Mystery & Suspense",21.0,19.0,18.0,1052.0,4,15
Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,"Documentary, Musical & Performing Arts, Special Interest, Gay & Lesbian",85.0,20.0,69.0,464.0,17,3
Blackballed: The Bobby Dukes Story,Comedy,53.0,19.0,64.0,1454.0,10,9
Blackbeard's Ghost,"Comedy, Kids & Family, Science Fiction & Fantasy",82.0,11.0,72.0,6441.0,9,2
Blackbird,Drama,57.0,7.0,77.0,205.0,4,3
Blackbird,"Drama, Special Interest",40.0,10.0,56.0,662.0,4,6
Blackboard Jungle,"Classics, Drama",76.0,25.0,77.0,3698.0,19,6
Blackfish,"Documentary, Special Interest",98.0,131.0,90.0,28675.0,129,2
Blackhat,"Action & Adventure, Drama",32.0,188.0,24.0,20006.0,61,127
BlacKkKlansman,"Comedy, Drama",96.0,436.0,83.0,11251.0,418,18
Blackthorn,"Action & Adventure, Western",74.0,74.0,61.0,2252.0,55,19
Blackway,Mystery & Suspense,20.0,5.0,28.0,879.0,1,4
Blackwood,Mystery & Suspense,40.0,15.0,35.0,108.0,6,9
Blacula,"Action & Adventure, Classics, Horror",50.0,26.0,43.0,5776.0,13,13
Blade II,"Action & Adventure, Horror",57.0,151.0,68.0,450793.0,86,65
Blade of the Immortal (Mugen no jûnin),"Action & Adventure, Drama",86.0,92.0,69.0,2325.0,79,13
Blade Runner,"Drama, Science Fiction & Fantasy",90.0,119.0,91.0,337821.0,107,12
Blade Runner (The Final Cut),"Drama, Science Fiction & Fantasy",67.0,0.0,63.0,0.0,11,1
Blade Runner 2049,"Action & Adventure, Drama, Science Fiction & Fantasy",88.0,435.0,81.0,60156.0,381,54
Blade: Trinity,"Action & Adventure, Horror, Mystery & Suspense",26.0,168.0,59.0,438172.0,43,125
Blades of Glory,Comedy,70.0,187.0,68.0,1403054.0,131,56
Blair Witch,Horror,37.0,219.0,31.0,12840.0,80,139
The Blair Witch Project,Horror,86.0,162.0,56.0,401984.0,140,22
Blame,Drama,81.0,31.0,68.0,427.0,25,6
Blame It on Rio,"Comedy, Romance",8.0,24.0,39.0,6796.0,2,22
Blame It on the Bellboy,"Art House & International, Comedy",19.0,16.0,40.0,3199.0,3,13
Blancanieves,"Art House & International, Drama",95.0,112.0,84.0,5172.0,106,6
Blank City,"Documentary, Musical & Performing Arts, Television",82.0,44.0,73.0,593.0,36,8
Blank Check,"Comedy, Kids & Family",9.0,11.0,34.0,96334.0,1,10
Blankman,"Action & Adventure, Comedy",19.0,16.0,40.0,29024.0,3,13
Blast From the Past,"Comedy, Romance",58.0,81.0,56.0,214684.0,47,34
Blaze,"Comedy, Drama, Romance",73.0,11.0,47.0,2117.0,8,3
Blaze,Drama,95.0,91.0,68.0,832.0,86,5
Blazing Saddles,"Classics, Comedy, Western",88.0,59.0,91.0,218391.0,52,7
Bleach,"Action & Adventure, Art House & International, Science Fiction & Fantasy",67.0,6.0,77.0,800.0,4,2
Bleak Street (La calle de la amargura),"Art House & International, Comedy, Drama",58.0,24.0,38.0,38.0,14,10
Bleed,Horror,43.0,7.0,32.0,247.0,3,4
Bleed For This,"Drama, Sports & Fitness",70.0,141.0,69.0,8854.0,98,43
Bleeding Heart,Drama,43.0,14.0,32.0,305.0,6,8
Bleeding Steel,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",22.0,18.0,23.0,227.0,4,14
Blended,Comedy,14.0,138.0,64.0,53316.0,20,118
"Bless Me, Ultima",Drama,68.0,37.0,73.0,1846.0,25,12
Bless the Child,"Drama, Horror, Mystery & Suspense",3.0,111.0,43.0,35259.0,3,108
Blessed Child,Documentary,90.0,10.0,63.0,0.0,9,1
Blessed Is the Match: The Life and Death of Hannah Senesh,"Documentary, Drama",68.0,22.0,70.0,263.0,15,7
Blind Chance (Przypadek),"Art House & International, Drama, Science Fiction & Fantasy",70.0,10.0,86.0,3026.0,8,3
Blind,"Art House & International, Drama",92.0,37.0,74.0,2256.0,34,3
Blind,Drama,19.0,21.0,42.0,357.0,4,17
Blind Dating,"Comedy, Drama",25.0,24.0,47.0,13202.0,6,18
Blind Fury,Action & Adventure,54.0,13.0,51.0,9600.0,7,6
Blind Spot: Hitler's Secretary,"Art House & International, Documentary, Special Interest",86.0,85.0,72.0,1697.0,73,12
Blinded by the Light,"Comedy, Drama",89.0,253.0,91.0,2635.0,225,28
Blindsight,"Action & Adventure, Documentary, Special Interest",98.0,50.0,83.0,1203.0,49,1
Blindspotting,"Comedy, Drama",94.0,171.0,87.0,2400.0,161,10
Bling,"Animation, Kids & Family",33.0,6.0,32.0,57.0,2,4
Blink,"Drama, Mystery & Suspense",63.0,24.0,45.0,4601.0,15,9
Blinky Bill The Movie,"Action & Adventure, Animation, Art House & International",73.0,11.0,43.0,245.0,8,3
Bliss,Horror,88.0,43.0,58.0,100.0,38,5
Blithe Spirit,"Comedy, Science Fiction & Fantasy",77.0,22.0,75.0,1571.0,17,5
Blitz,"Drama, Mystery & Suspense",48.0,25.0,36.0,7794.0,12,13
Blizzard,Kids & Family,67.0,6.0,53.0,1449.0,4,2
Dave Chappelle's Block Party,"Comedy, Documentary, Musical & Performing Arts",92.0,127.0,74.0,96709.0,117,10
Blockers,Comedy,84.0,225.0,50.0,5131.0,188,37
Blonde Ambition,"Comedy, Drama",14.0,7.0,22.0,4294.0,1,6
Blood,Mystery & Suspense,55.0,44.0,33.0,786.0,24,20
Blood and Black Lace (Sei donne per l'assassino),"Art House & International, Drama, Horror, Mystery & Suspense",80.0,15.0,76.0,3935.0,12,3
Blood and Chocolate,"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",11.0,74.0,52.0,158353.0,8,66
Blood and Money,"Action & Adventure, Mystery & Suspense",39.0,23.0,52.0,40.0,9,14
Blood and Sand,"Classics, Drama, Romance",100.0,8.0,61.0,1028.0,8,0
Blood and Wine,"Drama, Mystery & Suspense",61.0,31.0,35.0,3197.0,19,12
Blood Brother,"Documentary, Mystery & Suspense, Special Interest",73.0,26.0,88.0,1232.0,19,7
Blood Brother,"Action & Adventure, Drama",17.0,6.0,79.0,85.0,1,5
The Reunion,"Action & Adventure, Comedy, Drama",8.0,12.0,33.0,722.0,1,11
Blood Diamond,"Action & Adventure, Drama, Mystery & Suspense",63.0,217.0,90.0,568781.0,136,81
Blood Done Sign My Name,Drama,52.0,29.0,61.0,366.0,15,14
Blood Father,"Action & Adventure, Mystery & Suspense",89.0,97.0,63.0,9869.0,86,11
Blood Fest,"Comedy, Horror",50.0,20.0,43.0,175.0,10,10
Blood Glacier,"Art House & International, Horror",43.0,21.0,28.0,302.0,9,12
Blood Honey,Horror,25.0,8.0,72.0,650.0,2,6
Blood in the Face,"Documentary, Special Interest",100.0,5.0,61.0,239.0,5,0
Blood Into Wine,"Comedy, Documentary, Special Interest, Sports & Fitness",71.0,7.0,78.0,1329.0,5,2
Blood Money,"Action & Adventure, Drama, Mystery & Suspense",50.0,8.0,15.0,93.0,4,4
The Blood of Heroes,Science Fiction & Fantasy,13.0,8.0,76.0,3761.0,1,7
Blood on Her Name,"Drama, Mystery & Suspense",96.0,54.0,58.0,66.0,52,2
Blood On The Mountain,Documentary,90.0,10.0,59.0,131.0,9,1
Blood Paradise,Horror,40.0,5.0,63.0,0.0,2,3
Blood Punch,"Horror, Mystery & Suspense",89.0,9.0,63.0,160.0,8,1
Blood Quantum,Horror,90.0,90.0,43.0,79.0,81,9
Blood Ransom,"Mystery & Suspense, Science Fiction & Fantasy, Romance",20.0,5.0,81.0,505.0,1,4
Blood Simple,"Drama, Mystery & Suspense",94.0,103.0,88.0,39142.0,97,6
La Novia Ensangrentada (The Blood Spattered Bride) (Blood Castle),"Art House & International, Horror",100.0,6.0,41.0,671.0,6,0
Blood Tea and Red String,"Animation, Drama, Science Fiction & Fantasy, Special Interest",91.0,11.0,78.0,1133.0,10,1
Blood Ties,"Drama, Mystery & Suspense",52.0,56.0,39.0,4124.0,29,27
Blood Vessel,Horror,78.0,9.0,21.0,19.0,7,2
Blood Work,"Action & Adventure, Drama, Mystery & Suspense",53.0,152.0,40.0,22239.0,80,72
Bloodline,"Horror, Mystery & Suspense",53.0,19.0,56.0,111.0,10,9
BloodRayne,"Action & Adventure, Horror, Science Fiction & Fantasy",4.0,54.0,17.0,135980.0,2,52
Bloodshot,"Action & Adventure, Science Fiction & Fantasy",30.0,159.0,78.0,1646.0,47,112
Bloodsport,Action & Adventure,40.0,25.0,74.0,68515.0,10,15
Bloodsucking Bastards,Comedy,67.0,24.0,48.0,445.0,16,8
Bloodworth,"Drama, Romance",50.0,8.0,39.0,3703.0,4,4
Bloody Birthday,"Drama, Horror",67.0,6.0,35.0,2097.0,4,2
Bloody Marie,"Action & Adventure, Drama",88.0,8.0,63.0,0.0,7,1
"Bloody Nose, Empty Pockets","Documentary, Drama",91.0,68.0,80.0,5.0,62,6
Bloody Sunday,Drama,92.0,105.0,91.0,9342.0,97,8
Blossoms in the Dust,"Classics, Documentary, Drama",33.0,9.0,72.0,379.0,3,6
Blow,Drama,55.0,141.0,87.0,384877.0,77,64
Blow Out,Mystery & Suspense,83.0,48.0,82.0,11717.0,40,8
Blow-Up,"Drama, Mystery & Suspense",88.0,49.0,84.0,28642.0,43,6
Blue Sky,"Drama, Mystery & Suspense",79.0,24.0,58.0,3836.0,19,5
"Blue Water, White Death",Documentary,100.0,7.0,83.0,178.0,7,0
Blue Caprice,"Drama, Mystery & Suspense, Special Interest",83.0,84.0,51.0,7253.0,70,14
Blue Car,Drama,80.0,89.0,65.0,2517.0,71,18
Blue Chips,Drama,37.0,27.0,51.0,7853.0,10,17
Blue Collar,Drama,100.0,12.0,89.0,3282.0,12,0
Blue Collar Comedy Tour: The Movie,"Comedy, Musical & Performing Arts",92.0,13.0,79.0,55918.0,12,1
Blue Crush,"Action & Adventure, Drama, Romance",61.0,142.0,58.0,371395.0,87,55
Blue Crush 2,"Action & Adventure, Comedy, Drama",20.0,5.0,40.0,980.0,1,4
The Blue Gardenia,"Classics, Drama, Mystery & Suspense",80.0,15.0,61.0,1036.0,12,3
Blue Hawaii,"Classics, Musical & Performing Arts, Romance",29.0,7.0,67.0,11247.0,2,5
The Blue Iguana,"Action & Adventure, Comedy, Drama",0.0,6.0,38.0,90.0,0,6
Blue Iguana,Comedy,39.0,28.0,80.0,204.0,11,17
Blue in the Face,"Art House & International, Comedy",41.0,22.0,76.0,4763.0,9,13
Blue Is The Warmest Color,Drama,89.0,193.0,85.0,24148.0,172,21
Blue Jasmine,Comedy,91.0,228.0,77.0,49099.0,207,21
Blue Jay,Drama,91.0,32.0,77.0,2392.0,29,3
The Blue Lagoon,"Action & Adventure, Drama",8.0,24.0,54.0,55780.0,2,22
Blue Like Jazz,"Comedy, Drama",39.0,41.0,63.0,12754.0,16,25
Here and Now (Blue Night),"Drama, Musical & Performing Arts, Romance",23.0,22.0,12.0,72.0,5,17
Blue Note Records: Beyond the Notes,"Documentary, Musical & Performing Arts",95.0,21.0,76.0,19.0,20,1
Blue Ruin,Mystery & Suspense,96.0,142.0,79.0,19655.0,136,6
Blue State,"Art House & International, Comedy, Drama",40.0,5.0,34.0,1791.0,2,3
Blue Story,Drama,91.0,35.0,66.0,90.0,32,3
Blue Streak,"Action & Adventure, Comedy",36.0,69.0,65.0,201576.0,25,44
Blue Sunshine,Horror,80.0,5.0,46.0,1936.0,4,1
Blue Thunder,"Action & Adventure, Drama",77.0,22.0,52.0,9214.0,17,5
Blue Valentine,"Drama, Romance",87.0,209.0,77.0,59213.0,182,27
Blue Velvet,"Drama, Mystery & Suspense",94.0,77.0,88.0,77039.0,72,5
The Blues Brothers,"Action & Adventure, Comedy",84.0,58.0,92.0,256003.0,49,9
Blues Brothers 2000,"Comedy, Musical & Performing Arts",46.0,46.0,37.0,59220.0,21,25
Blume in Love,"Classics, Comedy",83.0,6.0,57.0,116.0,5,1
Blumenthal,Comedy,56.0,9.0,48.0,94.0,5,4
Blumhouse's Truth or Dare,"Horror, Mystery & Suspense, Science Fiction & Fantasy",16.0,160.0,22.0,2766.0,25,135
Blur: No Distance Left to Run,"Musical & Performing Arts, Special Interest",93.0,14.0,93.0,290.0,13,1
Blush (Hong fen),Drama,50.0,6.0,63.0,0.0,3,3
BMX Bandits,"Action & Adventure, Comedy, Drama, Kids & Family",67.0,6.0,55.0,5455.0,4,2
Bo Burnham: Make Happy,"Comedy, Musical & Performing Arts, Television",100.0,6.0,88.0,200.0,6,0
Boarding Gate,"Drama, Mystery & Suspense",32.0,47.0,20.0,2373.0,15,32
Boarding School,"Horror, Mystery & Suspense",33.0,9.0,59.0,103.0,3,6
Boat Trip,Comedy,7.0,90.0,36.0,71031.0,6,84
Bob & Carol & Ted & Alice,"Classics, Comedy",83.0,18.0,65.0,1684.0,15,3
Bob Funk,"Comedy, Romance",17.0,12.0,23.0,8322.0,2,10
Bob Lazar: Area 51 & Flying Saucers,Documentary,20.0,5.0,40.0,172.0,1,4
Bob le Flambeur,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense",97.0,32.0,90.0,5198.0,31,1
Bobby G. Can't Swim,Drama,70.0,10.0,64.0,199.0,7,3
Bobby Deerfield,"Drama, Romance",29.0,14.0,45.0,1349.0,4,10
Bobby Fischer Against The World,"Documentary, Drama, Special Interest",88.0,49.0,86.0,1785.0,43,6
Bobby Jones: Stroke of Genius,Drama,26.0,76.0,61.0,3421.0,20,56
Boccaccio '70,"Art House & International, Comedy, Science Fiction & Fantasy, Romance",50.0,12.0,78.0,2508.0,6,6
Bodied,"Comedy, Drama",89.0,82.0,86.0,811.0,73,9
Body at Brighton Rock,"Drama, Mystery & Suspense",66.0,41.0,18.0,76.0,27,14
Body Cam,"Horror, Mystery & Suspense",44.0,25.0,44.0,50.0,11,14
Body Double,"Drama, Mystery & Suspense",76.0,34.0,65.0,8526.0,26,8
Body of Evidence,"Drama, Mystery & Suspense",8.0,38.0,22.0,8488.0,3,35
Body of War,"Documentary, Special Interest",80.0,41.0,82.0,620.0,33,8
Body Shots,Drama,11.0,28.0,27.0,3236.0,3,25
Body Snatchers,"Horror, Mystery & Suspense, Science Fiction & Fantasy",69.0,29.0,38.0,13812.0,20,9
Bodyguards and Assassins (Shi yue wei cheng),"Action & Adventure, Art House & International",57.0,7.0,71.0,2710.0,4,3
Bogus,Comedy,44.0,16.0,45.0,9190.0,7,9
Bohemian Rhapsody,Drama,60.0,403.0,85.0,23296.0,243,160
Bokeh,Drama,43.0,21.0,24.0,536.0,9,12
Bol Bachchan,Comedy,71.0,7.0,51.0,4665.0,5,2
Bolero,"Comedy, Drama",0.0,23.0,17.0,1504.0,0,23
Bolt,"Action & Adventure, Animation, Comedy",89.0,187.0,74.0,315295.0,167,20
Bomb City,"Action & Adventure, Drama, Mystery & Suspense",75.0,12.0,83.0,533.0,9,3
Bomb It,"Documentary, Musical & Performing Arts, Special Interest",88.0,16.0,81.0,481.0,14,2
Bombay Beach,"Documentary, Drama, Musical & Performing Arts, Special Interest",77.0,39.0,78.0,380.0,30,9
Bombs Over Burma,"Action & Adventure, Classics, Drama, Mystery & Suspense",40.0,5.0,50.0,378.0,2,3
Bombshell,Drama,69.0,318.0,84.0,6822.0,218,100
Bombshell: The Hedy Lamarr Story,Documentary,96.0,92.0,85.0,1162.0,88,4
Bonded By Blood,Drama,9.0,11.0,28.0,364.0,1,10
Bone,"Classics, Comedy, Drama",71.0,7.0,75.0,858.0,5,2
The Bone Collector,Mystery & Suspense,29.0,86.0,63.0,218667.0,25,61
The Bone Snatcher,Horror,0.0,7.0,18.0,4358.0,0,7
Bone Tomahawk,"Action & Adventure, Horror, Western",90.0,94.0,73.0,13631.0,85,9
Bones,"Action & Adventure, Drama, Horror",23.0,69.0,40.0,18193.0,16,53
Bones Brigade: An Autobiography,"Documentary, Sports & Fitness",77.0,13.0,92.0,506.0,10,3
The Bonfire of the Vanities,Comedy,16.0,51.0,26.0,12141.0,8,43
Bongwater,Comedy,17.0,6.0,66.0,3349.0,1,5
Bonhoeffer,"Documentary, Special Interest, Faith & Spirituality",71.0,31.0,79.0,707.0,22,9
Bonjour Tristesse,"Classics, Drama, Romance",86.0,22.0,68.0,1654.0,19,3
Bonneville,"Comedy, Drama",41.0,41.0,43.0,28897.0,17,24
Bonnie and Clyde,"Action & Adventure, Classics, Drama",88.0,64.0,88.0,56566.0,56,8
Bonsái,"Art House & International, Documentary, Drama",84.0,25.0,59.0,574.0,21,4
Boogeyman,"Drama, Horror, Mystery & Suspense",13.0,89.0,21.0,261602.0,12,77
Boogie Man: The Lee Atwater Story,"Documentary, Special Interest",93.0,30.0,79.0,420.0,28,2
Boogie Nights,"Comedy, Drama",93.0,71.0,89.0,189505.0,66,5
Boogie Woogie,"Comedy, Drama",33.0,24.0,22.0,1102.0,8,16
Book Club,Comedy,54.0,184.0,51.0,2040.0,100,84
The Book of Life,"Art House & International, Comedy",89.0,9.0,71.0,1416.0,8,1
Book of Monsters,"Art House & International, Comedy, Horror",75.0,8.0,42.0,60.0,6,2
Book of Shadows - Blair Witch 2,Horror,14.0,108.0,18.0,58176.0,15,93
Booker's Place: A Mississippi Story,"Documentary, Special Interest, Television",100.0,17.0,85.0,223.0,17,0
Bookies,"Comedy, Drama",67.0,6.0,50.0,2025.0,4,2
Booksmart,Comedy,96.0,359.0,77.0,4116.0,346,13
BookWars,"Comedy, Documentary, Special Interest",80.0,5.0,63.0,0.0,4,1
The Boondock Saints,"Action & Adventure, Comedy, Drama, Mystery & Suspense",28.0,29.0,91.0,335489.0,8,21
The Boondock Saints II: All Saints Day,"Action & Adventure, Drama",23.0,43.0,58.0,111462.0,10,33
The Boost,"Drama, Romance",40.0,10.0,51.0,1050.0,4,6
Bootmen,"Comedy, Drama, Musical & Performing Arts",35.0,17.0,68.0,8159.0,6,11
Booty Call,Comedy,25.0,12.0,59.0,21840.0,3,9
Bopha!,Drama,82.0,11.0,64.0,1287.0,9,2
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,91.0,222.0,79.0,1204942.0,202,20
Border (Gräns),"Art House & International, Mystery & Suspense, Science Fiction & Fantasy, Romance",97.0,127.0,76.0,1192.0,123,4
Border Incident,"Action & Adventure, Classics, Drama, Mystery & Suspense",67.0,6.0,59.0,388.0,4,2
Borg Vs. McEnroe,Drama,84.0,144.0,74.0,1502.0,121,23
Borgman,"Drama, Mystery & Suspense",87.0,62.0,69.0,2544.0,54,8
Boricua's Bond,Drama,11.0,9.0,48.0,451.0,1,8
Born Free,"Action & Adventure, Drama, Kids & Family",94.0,17.0,86.0,8740.0,16,1
Born in Flames,"Comedy, Drama, Science Fiction & Fantasy, Gay & Lesbian",80.0,15.0,58.0,443.0,13,3
Born Into Brothels,"Documentary, Musical & Performing Arts, Special Interest",95.0,108.0,91.0,13960.0,103,5
Born Losers,"Action & Adventure, Art House & International, Classics, Drama, Mystery & Suspense",60.0,5.0,63.0,1725.0,3,2
Born on the Fourth of July,Drama,85.0,48.0,76.0,59360.0,41,7
Born Romantic,"Art House & International, Comedy, Drama",58.0,31.0,55.0,1768.0,18,13
Born To Be Blue,"Art House & International, Drama, Musical & Performing Arts",88.0,117.0,73.0,6870.0,103,14
Born To Be Wild,Documentary,98.0,49.0,84.0,11227.0,48,1
Born to Dance,"Action & Adventure, Art House & International, Drama",83.0,6.0,52.0,95.0,5,1
Born To Fly,"Documentary, Special Interest",92.0,12.0,69.0,141.0,11,1
Born to Win,"Classics, Comedy, Drama",29.0,7.0,32.0,875.0,2,5
The Borrower,"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",30.0,10.0,16.0,138.0,3,7
Boss,"Action & Adventure, Comedy, Drama",0.0,5.0,50.0,718.0,0,5
Boston,"Documentary, Sports & Fitness",100.0,8.0,67.0,95.0,8,0
The Bostonians,"Drama, Romance",83.0,12.0,35.0,1060.0,10,2
Bottle Rocket,"Comedy, Drama",85.0,66.0,80.0,61560.0,56,10
Bottle Shock,"Comedy, Drama",48.0,124.0,58.0,18874.0,60,64
Bottled Up,Drama,33.0,6.0,40.0,83.0,2,4
Bottom of the 9th,Drama,69.0,13.0,69.0,36.0,9,4
Boulevard,"Drama, Special Interest",52.0,73.0,30.0,3276.0,38,35
Bounce,"Drama, Romance",52.0,107.0,32.0,21838.0,56,51
Bound,"Drama, Mystery & Suspense",89.0,44.0,82.0,33413.0,39,5
Bound By Flesh,"Documentary, Special Interest",94.0,16.0,54.0,251.0,15,1
Bound to Vengeance,Horror,20.0,15.0,33.0,90.0,3,12
Bounty Killer,"Action & Adventure, Drama, Mystery & Suspense",59.0,27.0,45.0,581.0,16,11
The Bourne Identity,"Action & Adventure, Mystery & Suspense",83.0,192.0,93.0,965561.0,160,32
The Bourne Supremacy,"Action & Adventure, Drama, Mystery & Suspense",82.0,197.0,90.0,708774.0,161,36
The Bourne Ultimatum,"Action & Adventure, Drama, Mystery & Suspense",92.0,266.0,91.0,1922720.0,246,20
Bowery at Midnight,"Classics, Comedy, Drama, Horror, Mystery & Suspense",40.0,5.0,17.0,1843.0,2,3
Bowfinger,Comedy,81.0,111.0,61.0,74181.0,90,21
Bowling for Columbine,"Documentary, Special Interest",95.0,172.0,83.0,203059.0,163,9
Box of Moonlight,"Comedy, Drama",61.0,18.0,81.0,3460.0,11,7
Boxcar Bertha,"Action & Adventure, Classics, Drama, Mystery & Suspense",52.0,23.0,33.0,5444.0,12,11
Boy,"Comedy, Drama",87.0,71.0,86.0,6776.0,62,9
Boy A,Drama,88.0,60.0,87.0,36147.0,53,7
A Boy and His Dog,"Comedy, Cult Movies, Drama, Mystery & Suspense, Science Fiction & Fantasy",76.0,33.0,63.0,9978.0,25,8
Boy and the World (O Menino e o Mundo),"Animation, Art House & International",93.0,57.0,77.0,2492.0,53,4
Boy Culture,"Comedy, Drama, Gay & Lesbian",70.0,30.0,70.0,4379.0,21,9
Boy Erased,Drama,81.0,258.0,74.0,2454.0,208,51
The Boy Friend,"Comedy, Musical & Performing Arts, Romance",83.0,12.0,69.0,884.0,10,2
The Boy in the Striped Pajamas (The Boy in the Striped Pyjamas),Drama,64.0,140.0,85.0,114512.0,89,51
Boy Meets Girl,"Comedy, Drama, Romance",88.0,17.0,80.0,898.0,15,2
A Boy Named Charlie Brown,"Animation, Kids & Family",95.0,21.0,86.0,327688.0,20,1
The Boy Who Could Fly,"Drama, Kids & Family, Science Fiction & Fantasy",63.0,30.0,69.0,9368.0,19,11
Boy Wonder,"Action & Adventure, Drama, Mystery & Suspense",57.0,7.0,62.0,1018.0,4,3
Boyhood,Drama,97.0,321.0,81.0,89725.0,311,10
Boynton Beach Club,"Comedy, Drama",60.0,53.0,42.0,1485.0,32,21
Boys and Girls,"Comedy, Romance",11.0,62.0,50.0,28217.0,7,55
Boys Don't Cry,Drama,88.0,78.0,87.0,69994.0,69,9
Boys of Abu Ghraib,"Drama, Mystery & Suspense",30.0,10.0,62.0,361.0,3,7
Boys on the Side,"Comedy, Drama",74.0,35.0,69.0,35209.0,26,9
The Boys: The Sherman Brothers' Story,"Documentary, Musical & Performing Arts, Television",90.0,21.0,87.0,4123.0,19,2
Boys Town,"Classics, Drama",90.0,20.0,81.0,4219.0,18,2
Boyz n the Hood,Drama,96.0,69.0,93.0,144265.0,66,3
Bra Boys,"Documentary, Special Interest",59.0,29.0,71.0,3497.0,17,12
Brad Paisley's Comedy Rodeo,Comedy,60.0,5.0,63.0,0.0,3,2
Brad's Status,"Comedy, Drama",79.0,173.0,55.0,4687.0,137,36
Brahman Naman,Comedy,75.0,8.0,45.0,132.0,6,2
Brahms: The Boy II,"Horror, Mystery & Suspense",9.0,56.0,44.0,1304.0,5,51
