movie_title,genres,tomatometer_rating,tomatometer_count,audience_rating,audience_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
The Apparition (L'apparition),Drama,73.0,44.0,64.0,65.0,32,12
The Arbor,"Art House & International, Documentary, Drama, Special Interest",96.0,46.0,74.0,1279.0,44,2
The Archer,Drama,83.0,6.0,91.0,24.0,5,1
Ardor,"Drama, Western",36.0,33.0,26.0,178.0,12,21
The Argument,Comedy,69.0,16.0,33.0,18.0,11,5
The Armstrong Lie,"Documentary, Special Interest, Sports & Fitness",82.0,120.0,76.0,5907.0,98,22
The Arrangement,"Classics, Drama",8.0,12.0,65.0,555.0,1,11
The Art of Getting By,"Comedy, Romance",19.0,113.0,46.0,12490.0,22,91
The Art of Racing in the Rain,Drama,43.0,117.0,96.0,6272.0,50,67
The Art of Self-Defense,Comedy,84.0,162.0,63.0,631.0,136,26
The Art of the Steal,Comedy,44.0,50.0,39.0,5885.0,22,28
The Art Star and the Sudanese Twins,"Documentary, Special Interest",86.0,7.0,53.0,146.0,6,1
The Artist,"Comedy, Drama, Romance",95.0,317.0,87.0,58629.0,302,15
The Aspern Papers,Drama,18.0,22.0,38.0,34.0,4,18
The Assassin,"Action & Adventure, Art House & International, Drama",81.0,124.0,48.0,5455.0,100,24
The Assignment,"Action & Adventure, Drama, Mystery & Suspense",33.0,60.0,21.0,493.0,20,40
The Atoning,"Drama, Horror",60.0,5.0,45.0,75.0,3,2
The Attack,Drama,87.0,60.0,78.0,8262.0,53,8
The Attorney,Drama,75.0,12.0,87.0,748.0,9,3
The Audition (Das Vorspiel),Drama,78.0,32.0,63.0,0.0,25,7
The Automatic Hate,"Comedy, Drama",67.0,12.0,47.0,160.0,8,4
The Autopsy of Jane Doe,"Art House & International, Horror",87.0,104.0,70.0,12301.0,90,14
The Awakening,"Art House & International, Horror, Mystery & Suspense",62.0,73.0,51.0,16885.0,45,28
The Awakening of Motti Wolkenbruch (Wolkenbruchs wunderliche reise in die arme einer schickse),"Art House & International, Comedy, Drama",63.0,8.0,50.0,32.0,5,3
The Babadook,"Drama, Horror, Mystery & Suspense",98.0,238.0,72.0,39139.0,233,5
The Babymakers,"Action & Adventure, Comedy",8.0,51.0,22.0,4442.0,4,47
The Babysitter,Horror,72.0,29.0,61.0,2334.0,21,8
The Bachelor and the Bobby-Soxer,"Classics, Comedy, Romance",78.0,9.0,78.0,6836.0,7,2
The Bachelors,Comedy,83.0,18.0,74.0,323.0,15,3
The Backwoods (Bosque de sombras),"Drama, Horror, Mystery & Suspense",67.0,9.0,27.0,1603.0,6,3
The Bad Batch,Drama,47.0,98.0,30.0,2868.0,46,52
The Bag Man,Drama,11.0,46.0,22.0,1913.0,5,41
The Ballad of Buster Scruggs,"Drama, Western",90.0,224.0,77.0,3514.0,202,22
The Ballad of Genesis and Lady Jaye,"Documentary, Musical & Performing Arts, Special Interest",67.0,27.0,53.0,557.0,18,9
The Ballad of Lefty Brown,Western,79.0,28.0,54.0,587.0,22,6
The Banana Splits,Horror,63.0,19.0,51.0,179.0,12,7
The Band's Visit,"Art House & International, Comedy, Drama",98.0,118.0,86.0,13558.0,116,2
The Banshee Chapter,"Horror, Mystery & Suspense",77.0,22.0,42.0,1526.0,17,5
The Barber,Mystery & Suspense,20.0,10.0,26.0,256.0,2,8
The Basement,Horror,11.0,9.0,26.0,102.0,1,8
Bastards,"Drama, Mystery & Suspense",67.0,54.0,37.0,713.0,36,18
The Bastards' Fig Tree (La higuera de los bastardos),"Art House & International, Comedy, Drama, Mystery & Suspense",73.0,11.0,63.0,0.0,8,3
The Battery,"Drama, Horror",80.0,10.0,65.0,916.0,8,2
The Battle of Algiers (La Battaglia di Algeri),"Art House & International, Drama",99.0,89.0,95.0,14474.0,88,1
The Battle of Jangsari,Drama,38.0,8.0,79.0,39.0,3,5
The Battle of Pussy Willow Creek,Comedy,56.0,9.0,85.0,86.0,5,4
The Bay,Horror,76.0,82.0,43.0,10188.0,62,20
The Bay of Silence,Mystery & Suspense,50.0,28.0,61.0,36.0,14,14
The Baytown Outlaws,Comedy,22.0,27.0,54.0,4684.0,6,21
The Beach Bum,Comedy,56.0,120.0,29.0,732.0,67,53
The Bear,"Action & Adventure, Drama, Kids & Family",93.0,14.0,82.0,8888.0,13,1
The Beast (La bête),"Art House & International, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",67.0,21.0,51.0,1955.0,14,7
The Beast in the Cellar,"Drama, Horror, Mystery & Suspense",17.0,6.0,15.0,90.0,1,5
The Beast With Five Fingers,"Classics, Horror",89.0,18.0,60.0,439.0,16,2
The Beat Beneath My Feet,"Comedy, Drama, Kids & Family, Musical & Performing Arts",50.0,8.0,48.0,142.0,4,4
The Beat Hotel,"Documentary, Special Interest",44.0,9.0,65.0,89.0,4,5
The Beatles: Eight Days a Week - The Touring Years,Documentary,96.0,103.0,89.0,8008.0,99,4
The Beautiful Person (La Belle Personne),"Art House & International, Drama",50.0,6.0,58.0,1796.0,3,3
The Beaver,"Comedy, Drama",62.0,183.0,55.0,24052.0,113,70
The Beguiled,Drama,79.0,322.0,48.0,13952.0,254,68
The Believer,Drama,83.0,93.0,82.0,25212.0,77,16
The Believers,Horror,39.0,18.0,44.0,3467.0,7,11
The Belko Experiment,"Action & Adventure, Horror, Mystery & Suspense",53.0,105.0,40.0,9553.0,56,49
The Bellmen,Comedy,60.0,5.0,63.0,0.0,3,2
The Benefactor,Drama,26.0,54.0,23.0,1213.0,14,40
The Berlin File,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",43.0,14.0,58.0,461.0,6,8
The Best Exotic Marigold Hotel,"Comedy, Drama",78.0,167.0,78.0,72161.0,131,36
The Best Man Holiday,Comedy,71.0,96.0,83.0,52746.0,68,28
The Best of Enemies,Drama,53.0,77.0,76.0,534.0,41,36
The Best Of Me,"Drama, Romance",12.0,83.0,59.0,27104.0,10,73
The Best Offer,"Art House & International, Drama, Romance",56.0,34.0,77.0,5034.0,19,15
The Better Angels,Drama,45.0,49.0,43.0,673.0,22,27
The BFG,"Kids & Family, Science Fiction & Fantasy",74.0,297.0,57.0,38004.0,221,77
The Big Bang,Mystery & Suspense,19.0,16.0,25.0,1439.0,3,13
The Big Boss (Tang shan da xiong),"Action & Adventure, Drama",73.0,15.0,73.0,29161.0,11,4
The Big Day (Jour De Fete),"Art House & International, Comedy",100.0,20.0,83.0,2604.0,20,0
The Big Feast (La Grande Bouffe),"Art House & International, Comedy, Drama",63.0,16.0,82.0,3493.0,10,6
The Big Fix,"Documentary, Special Interest",86.0,7.0,84.0,244.0,6,1
The Big Hangover,"Comedy, Romance",67.0,6.0,31.0,85.0,4,2
The Big Kahuna,"Comedy, Drama",73.0,79.0,71.0,8180.0,58,21
The Big Lebowski,Comedy,83.0,105.0,93.0,356277.0,87,18
The Big Parade,"Action & Adventure, Classics, Drama",100.0,12.0,91.0,794.0,12,0
The Big Picture,"Art House & International, Documentary, Drama, Special Interest",86.0,43.0,63.0,1655.0,37,6
The Big Short,Drama,88.0,322.0,88.0,69098.0,284,38
The Big Sick,"Comedy, Romance",98.0,299.0,88.0,32760.0,294,5
The Big Squeeze,"Comedy, Drama",43.0,7.0,60.0,80.0,3,4
The Big Ugly,Drama,41.0,22.0,65.0,40.0,9,13
The Big Wedding,Comedy,7.0,111.0,40.0,30152.0,8,103
The Big Year,Comedy,42.0,103.0,40.0,21557.0,43,60
The Bill Murray Stories: Life Lessons Learned from a Mythical Man,Documentary,95.0,21.0,79.0,303.0,20,1
The Bingo Long Traveling All-Stars & Motor Kings,Comedy,88.0,17.0,68.0,318.0,15,2
The Birth of a Nation,Drama,72.0,265.0,71.0,15981.0,193,73
The Bishop's Wife,"Classics, Comedy, Drama, Science Fiction & Fantasy, Romance, Faith & Spirituality",84.0,25.0,81.0,7974.0,21,4
The Bitter Buddha,"Documentary, Special Interest",94.0,16.0,73.0,387.0,15,1
The Black Cat,"Art House & International, Drama, Horror, Mystery & Suspense",33.0,6.0,25.0,598.0,2,4
The Black Godfather,Documentary,100.0,7.0,63.0,0.0,7,0
The Black Panthers: Vanguard Of The Revolution,Documentary,92.0,64.0,71.0,2217.0,59,5
The Black Power Mixtape 1967-1975,Documentary,92.0,53.0,86.0,1279.0,49,4
The Black Stallion Returns,"Action & Adventure, Drama, Kids & Family",20.0,5.0,73.0,7154.0,1,4
The Black String,"Horror, Mystery & Suspense",86.0,7.0,53.0,19.0,6,1
The Blackcoat's Daughter (February),Horror,72.0,67.0,49.0,4719.0,48,19
The Blackout Experiments,Documentary,45.0,11.0,41.0,91.0,5,6
The Blech Effect,Documentary,67.0,9.0,63.0,0.0,6,3
The Bleeding Edge,Documentary,100.0,19.0,83.0,337.0,19,0
The Bleeding House,Horror,40.0,5.0,25.0,344.0,2,3
The Bling Ring,Drama,59.0,204.0,33.0,31670.0,121,83
The Blob,"Classics, Cult Movies, Horror, Science Fiction & Fantasy",66.0,32.0,52.0,31660.0,21,11
The Blob,Horror,62.0,26.0,56.0,22435.0,16,10
The Boat,Horror,78.0,9.0,62.0,71.0,7,2
The Body Remembers When the World Broke Open,Drama,97.0,36.0,58.0,26.0,35,1
The Bodyguard,"Action & Adventure, Drama, Musical & Performing Arts, Mystery & Suspense, Romance",33.0,46.0,64.0,260672.0,15,31
The Bodyguard (Kaavalan),"Action & Adventure, Drama, Romance",29.0,7.0,44.0,1266.0,2,5
The Book of Eli,Action & Adventure,47.0,205.0,64.0,350712.0,96,109
The Book of Henry,"Drama, Mystery & Suspense",22.0,146.0,63.0,5883.0,32,114
The Book of Life,"Animation, Romance",82.0,124.0,77.0,49423.0,102,22
The Book Of Love,Drama,8.0,12.0,63.0,622.0,1,11
The Book Thief,Drama,47.0,149.0,73.0,50202.0,70,79
The Bookshop,Drama,57.0,106.0,51.0,478.0,60,46
The Borderlands,Horror,81.0,16.0,46.0,872.0,13,3
The Boss,Comedy,21.0,193.0,38.0,27115.0,41,153
The Boss Baby,"Animation, Comedy, Kids & Family",53.0,179.0,51.0,29741.0,94,85
The Bounce Back,"Comedy, Romance",67.0,6.0,74.0,1587.0,4,2
The Bouncer (Lukas),"Action & Adventure, Drama",80.0,5.0,44.0,99.0,4,1
The Bourne Legacy,"Action & Adventure, Mystery & Suspense",55.0,230.0,58.0,282109.0,126,104
The Boxer,"Drama, Sports & Fitness",80.0,70.0,74.0,8313.0,56,14
The Boxtrolls,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",77.0,172.0,63.0,47430.0,133,39
The Boy,"Horror, Mystery & Suspense",30.0,61.0,38.0,19224.0,18,43
The Boy,"Drama, Horror, Mystery & Suspense",67.0,21.0,38.0,583.0,14,7
The Boy And The Beast (Bakemono No Ko),"Action & Adventure, Animation, Art House & International",90.0,68.0,88.0,2997.0,61,7
The Boy Next Door,Mystery & Suspense,12.0,136.0,33.0,28745.0,16,120
The Boy Who Harnessed the Wind,"Art House & International, Drama",86.0,63.0,88.0,374.0,54,9
Jack and the Cuckoo-Clock Heart,"Action & Adventure, Animation, Drama",77.0,13.0,66.0,762.0,10,3
The Boys and Girl from County Clare,"Art House & International, Comedy, Musical & Performing Arts",46.0,28.0,61.0,1412.0,13,15
The Brady Bunch Movie,Comedy,62.0,42.0,46.0,48547.0,26,16
The Brainwashing of My Dad,Documentary,58.0,12.0,77.0,245.0,7,5
The Brand New Testament (Le tout nouveau testament),Comedy,82.0,77.0,68.0,2838.0,63,14
The Brass Teapot,"Comedy, Mystery & Suspense, Science Fiction & Fantasy",32.0,31.0,51.0,2528.0,10,21
The Brave Little Toaster Goes to Mars,"Animation, Kids & Family",40.0,5.0,45.0,3787.0,2,3
The Breadwinner,"Animation, Drama, Kids & Family",95.0,104.0,87.0,2016.0,99,5
The Breaker Upperers,"Art House & International, Comedy, Romance",87.0,47.0,51.0,363.0,41,6
The Bridge (Die Brücke),"Art House & International, Drama",100.0,9.0,86.0,929.0,9,0
The Brink,Documentary,84.0,101.0,55.0,42.0,85,16
The Broken Circle Breakdown,"Art House & International, Drama",82.0,102.0,85.0,5027.0,84,18
The Bronze,"Comedy, Drama",36.0,99.0,44.0,4950.0,36,63
The Brooklyn Banker,Drama,20.0,5.0,92.0,93.0,1,4
The Brooklyn Brothers Beat The Best,"Comedy, Musical & Performing Arts",33.0,21.0,62.0,1128.0,7,14
The Brother from Another Planet,"Art House & International, Comedy, Drama, Science Fiction & Fantasy, Romance",89.0,28.0,75.0,4513.0,25,3
The Brothers Grimsby,Comedy,37.0,137.0,41.0,14995.0,51,86
The Bubble,"Art House & International, Drama",54.0,41.0,84.0,4672.0,22,19
The Bugs Bunny/Road Runner Movie,"Animation, Kids & Family",100.0,6.0,87.0,542.0,6,0
The 'Burbs,"Comedy, Mystery & Suspense, Special Interest",53.0,38.0,71.0,60873.0,20,18
"The Butcher, The Chef And The Swordsman","Action & Adventure, Art House & International, Comedy",46.0,13.0,40.0,679.0,6,7
The Bye Bye Man,Horror,19.0,89.0,22.0,7274.0,17,72
The Cabin in the Woods,"Horror, Mystery & Suspense",92.0,286.0,74.0,207408.0,262,24
The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari),"Art House & International, Classics, Cult Movies, Horror, Mystery & Suspense",98.0,62.0,89.0,27748.0,62,1
The Cage Fighter,"Action & Adventure, Documentary, Drama",94.0,17.0,46.0,112.0,16,1
The Call,Mystery & Suspense,44.0,131.0,65.0,54459.0,58,74
The Call of Cthulhu,"Horror, Musical & Performing Arts",100.0,6.0,85.0,4551.0,6,0
The Calling,Mystery & Suspense,51.0,45.0,33.0,4819.0,23,22
The Camden 28,"Documentary, Drama",89.0,27.0,69.0,47.0,24,3
The Campaign,Comedy,66.0,206.0,51.0,123147.0,136,70
The Canal,Horror,71.0,24.0,48.0,1236.0,17,7
The Candy Witch,Horror,17.0,6.0,63.0,0.0,1,5
The Cannibal Club,"Comedy, Horror",57.0,14.0,64.0,14.0,8,6
The Canterbury Tales,"Art House & International, Classics, Comedy, Drama",56.0,9.0,63.0,2203.0,5,4
The Canterville Ghost,"Classics, Comedy, Science Fiction & Fantasy",86.0,7.0,72.0,553.0,6,1
The Canyons,"Drama, Mystery & Suspense",21.0,94.0,15.0,3185.0,20,75
The Captain (Der Hauptmann),"Art House & International, Drama",83.0,53.0,82.0,636.0,44,9
The Captain,"Action & Adventure, Drama",75.0,8.0,96.0,55.0,6,2
The Captive,Mystery & Suspense,30.0,54.0,36.0,161.0,16,38
The Car,"Action & Adventure, Horror, Mystery & Suspense",28.0,18.0,52.0,6012.0,5,13
The Cartel,"Documentary, Kids & Family, Special Interest",48.0,29.0,69.0,178.0,14,15
The Case for Christ,Drama,59.0,27.0,87.0,47.0,16,11
The Cassandra Crossing,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",30.0,10.0,52.0,2653.0,3,7
The Castle,Comedy,87.0,39.0,92.0,14613.0,34,5
The Cat from Outer Space,"Comedy, Kids & Family, Science Fiction & Fantasy",67.0,9.0,59.0,7070.0,6,3
The Cat o' Nine Tails (Il gatto a nove code),"Art House & International, Drama, Horror, Mystery & Suspense",82.0,22.0,53.0,4156.0,18,4
The Cat Returns,"Action & Adventure, Animation, Kids & Family",90.0,21.0,82.0,35328.0,19,2
The Catcher Was A Spy,Drama,32.0,75.0,51.0,503.0,24,51
The Catechism Cataclysm,Comedy,47.0,19.0,44.0,189.0,9,10
The Catered Affair,"Comedy, Drama",17.0,6.0,71.0,441.0,1,5
The Celestine Prophecy,"Action & Adventure, Mystery & Suspense",4.0,23.0,54.0,19603.0,1,22
The Cell,"Horror, Mystery & Suspense, Science Fiction & Fantasy",45.0,164.0,57.0,180872.0,73,91
The Challenge,"Action & Adventure, Drama",57.0,7.0,70.0,322.0,4,3
The Challenge,Documentary,78.0,18.0,33.0,46.0,14,4
The Chamber,"Art House & International, Mystery & Suspense",33.0,15.0,14.0,66.0,5,10
The Change-Up,Comedy,25.0,156.0,47.0,46427.0,39,117
The Changeover,"Drama, Mystery & Suspense, Science Fiction & Fantasy",69.0,32.0,68.0,260.0,22,10
The Chaperone,"Comedy, Kids & Family",29.0,17.0,43.0,2699.0,5,12
The Chaser (Chugyeogja),"Action & Adventure, Art House & International, Drama, Mystery & Suspense",82.0,34.0,89.0,5416.0,28,6
The Chateau,"Comedy, Drama",51.0,53.0,30.0,958.0,27,26
The Cherry Orchard,"Art House & International, Drama",54.0,26.0,30.0,674.0,14,12
The Chess Players (Shatranj Ke Khiladi),"Art House & International, Drama",89.0,9.0,87.0,1005.0,8,1
The Child Remains,Horror,14.0,7.0,36.0,11.0,1,6
The Childhood of a Leader,Drama,89.0,65.0,54.0,1523.0,58,7
The Children Act,"Art House & International, Drama",74.0,111.0,62.0,657.0,82,29
The China Hustle,Documentary,78.0,32.0,80.0,213.0,25,7
The Choice,"Drama, Romance",11.0,84.0,62.0,12512.0,9,75
The Christmas Candle,"Drama, Kids & Family",21.0,24.0,75.0,4422.0,5,19
The Christmas Chronicles,"Comedy, Kids & Family",67.0,58.0,77.0,1268.0,39,19
The Chronicle of Anna Magdalena Bach,"Art House & International, Classics, Drama",100.0,7.0,65.0,581.0,7,0
The Church (La Chiesa),"Art House & International, Horror, Science Fiction & Fantasy",64.0,11.0,49.0,2479.0,7,4
The Circle,"Drama, Mystery & Suspense",15.0,142.0,21.0,18152.0,22,120
The Citadel,"Classics, Drama",89.0,9.0,72.0,411.0,8,1
The Clapper,"Comedy, Romance",23.0,26.0,31.0,261.0,6,20
The Class,"Art House & International, Drama",95.0,161.0,82.0,12573.0,153,8
The Cleanse,"Comedy, Horror",83.0,23.0,38.0,523.0,19,4
The Client List,"Drama, Television",83.0,6.0,43.0,762.0,5,1
The Climbers,"Action & Adventure, Drama",33.0,6.0,80.0,45.0,2,4
The Closer You Get,"Art House & International, Comedy",32.0,19.0,48.0,200.0,6,13
The Clovehitch Killer,Horror,76.0,33.0,68.0,809.0,25,8
The Cobbler,Comedy,10.0,70.0,36.0,9475.0,7,63
The Cold Lands,Drama,64.0,11.0,56.0,108.0,7,4
The Cold Light of Day,"Action & Adventure, Mystery & Suspense",4.0,46.0,29.0,19637.0,2,44
The Coldest Game,"Drama, Mystery & Suspense",0.0,5.0,50.0,102.0,0,5
The Collection,"Action & Adventure, Horror, Mystery & Suspense",36.0,50.0,49.0,19419.0,18,32
The Collector,"Classics, Drama, Mystery & Suspense, Special Interest",100.0,14.0,84.0,3048.0,14,0
The Collector,"Documentary, Musical & Performing Arts, Special Interest",60.0,5.0,63.0,0.0,3,2
The Collectors,"Action & Adventure, Mystery & Suspense",80.0,5.0,22.0,90.0,4,1
The Collini Case,Drama,82.0,11.0,64.0,14.0,9,2
The Colony,"Action & Adventure, Science Fiction & Fantasy",21.0,34.0,22.0,7417.0,7,27
The Color of Pomegranates (Sayat Nova ),"Art House & International, Drama, Special Interest",94.0,17.0,84.0,1712.0,16,1
The Color of Time,"Drama, Special Interest",5.0,21.0,20.0,1139.0,1,20
The Color Wheel,"Comedy, Drama",78.0,27.0,56.0,364.0,21,6
The Colossus of Rhodes,"Action & Adventure, Art House & International, Classics, Drama",63.0,8.0,31.0,528.0,5,3
The Comedian,Comedy,24.0,113.0,28.0,2198.0,27,86
The Comedy,Drama,47.0,34.0,55.0,4441.0,16,18
The Command (Kursk),"Action & Adventure, Drama",69.0,51.0,55.0,114.0,35,16
The Commune (Kollektivet),"Art House & International, Drama",71.0,94.0,60.0,732.0,67,27
The Commuter,"Drama, Mystery & Suspense",56.0,211.0,40.0,5315.0,118,93
The Company You Keep,Mystery & Suspense,54.0,122.0,45.0,13533.0,66,56
The Competition,"Comedy, Romance",17.0,6.0,53.0,139.0,1,5
The Con Is On,Comedy,0.0,5.0,42.0,165.0,0,5
The Concert (Le concert),"Art House & International, Comedy, Musical & Performing Arts",61.0,66.0,78.0,11198.0,40,26
The Condemned,"Art House & International, Documentary, Mystery & Suspense, Special Interest",0.0,9.0,64.0,120.0,0,9
The Confirmation,Comedy,91.0,32.0,57.0,877.0,29,3
The Conformist,"Art House & International, Drama",98.0,56.0,90.0,8767.0,55,1
The Congress,"Animation, Science Fiction & Fantasy",73.0,107.0,53.0,7962.0,78,29
The Conjuring,"Horror, Mystery & Suspense",86.0,223.0,83.0,159386.0,191,32
The Conjuring 2,Horror,80.0,251.0,81.0,54542.0,201,50
The Connection,"Action & Adventure, Documentary, Mystery & Suspense",77.0,74.0,71.0,1878.0,57,17
The Conquest,Drama,77.0,31.0,50.0,812.0,24,7
The Conspiracy,"Horror, Mystery & Suspense",88.0,8.0,62.0,1328.0,7,1
The Conspirator,Drama,55.0,170.0,61.0,21200.0,94,76
The Corrupted,"Action & Adventure, Drama, Mystery & Suspense",30.0,10.0,33.0,18.0,3,7
The Cotton Club Encore,"Drama, Musical & Performing Arts",67.0,0.0,63.0,0.0,8,3
The Counselor,"Drama, Mystery & Suspense",33.0,216.0,23.0,41427.0,72,144
The Counterfeiters,Drama,93.0,127.0,88.0,21304.0,118,9
The Courier,"Action & Adventure, Mystery & Suspense",5.0,19.0,26.0,112.0,1,18
The Courtship of Eddie's Father,"Classics, Comedy, Drama, Kids & Family",60.0,5.0,68.0,1774.0,3,2
The Crash (Jekyll Island),Mystery & Suspense,17.0,12.0,71.0,281.0,2,10
The Crash Reel,"Documentary, Sports & Fitness",96.0,46.0,94.0,2107.0,44,2
The Creeping Garden,Documentary,95.0,20.0,60.0,271.0,19,1
The Crocodile Hunter: Collision Course,"Action & Adventure, Comedy, Kids & Family, Special Interest",53.0,83.0,44.0,43926.0,44,39
The Crow: Wicked Prayer,"Action & Adventure, Mystery & Suspense",0.0,6.0,35.0,22006.0,0,6
The Crowd Roars,Drama,80.0,5.0,56.0,37.0,4,1
The Crucifixion,Unknown,6.0,16.0,24.0,200.0,1,15
The Cup,"Art House & International, Drama",28.0,25.0,46.0,2607.0,7,18
The Cup,"Art House & International, Comedy, Drama",85.0,33.0,86.0,884.0,28,5
The Cured,"Drama, Horror",69.0,65.0,47.0,519.0,45,20
The Current War: Director's Cut,Drama,61.0,104.0,79.0,1223.0,63,41
The Curse of Buckout Road,Horror,63.0,8.0,77.0,35.0,5,3
The Curse of La Llorona,Horror,28.0,183.0,37.0,1939.0,52,131
The Curse of Sleeping Beauty,Mystery & Suspense,15.0,13.0,33.0,403.0,2,11
The Curse Of The Gothic Symphony,"Documentary, Musical & Performing Arts, Special Interest",100.0,5.0,67.0,7.0,5,0
The Dalai Lama: Scientist,Documentary,88.0,26.0,100.0,5.0,23,3
The Damned,"Horror, Mystery & Suspense",8.0,12.0,18.0,453.0,1,11
The Damned: Don't You Wish That We Were Dead,Documentary,100.0,12.0,64.0,200.0,12,0
The Danish Girl,Drama,67.0,241.0,72.0,27428.0,161,80
The Dare,"Horror, Mystery & Suspense",25.0,8.0,54.0,24.0,2,6
The Dark,"Art House & International, Horror",88.0,24.0,55.0,497.0,21,3
The Dark Horse,"Art House & International, Drama",97.0,64.0,77.0,6032.0,62,2
The Dark Knight,"Action & Adventure, Drama, Science Fiction & Fantasy",94.0,340.0,94.0,1831566.0,320,20
The Dark Knight Rises,"Action & Adventure, Drama, Mystery & Suspense",87.0,367.0,90.0,1211961.0,320,47
The Dark Red,"Horror, Mystery & Suspense",78.0,9.0,65.0,37.0,7,2
The Dark Tapes,Horror,90.0,10.0,57.0,441.0,9,1
The Dark Tower,"Horror, Science Fiction & Fantasy, Western",16.0,273.0,45.0,41919.0,43,230
The Darkest Hour,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",12.0,59.0,25.0,29649.0,7,52
The Darkest Minds,"Mystery & Suspense, Science Fiction & Fantasy",16.0,140.0,73.0,2781.0,22,118
The Darkness,Horror,3.0,33.0,19.0,6724.0,1,32
The Day He Arrives,"Comedy, Drama",90.0,21.0,68.0,475.0,19,2
The Day Shall Come,Comedy,64.0,91.0,52.0,102.0,58,33
The Day the Earth Caught Fire,"Drama, Science Fiction & Fantasy, Romance",85.0,13.0,85.0,2716.0,10,2
The Dead,"Art House & International, Drama",93.0,29.0,78.0,2813.0,27,2
The Dead,"Cult Movies, Horror",74.0,23.0,46.0,1503.0,17,6
The Dead Center,Mystery & Suspense,94.0,18.0,47.0,58.0,17,1
The Dead Don't Die,"Comedy, Horror",54.0,301.0,38.0,1784.0,164,137
The Dead Lands,Action & Adventure,69.0,51.0,57.0,1222.0,35,16
The Deal,"Drama, Mystery & Suspense",21.0,34.0,17.0,350.0,7,27
The Death and Life of John F. Donovan,Drama,20.0,30.0,56.0,218.0,6,24
The Death and Life of Marsha P. Johnson,Documentary,96.0,28.0,72.0,207.0,27,1
The Death of Dick Long,"Comedy, Science Fiction & Fantasy",75.0,76.0,86.0,7.0,57,19
The Death of Mr. Lazarescu,"Art House & International, Comedy, Drama",93.0,75.0,82.0,4929.0,70,5
The Death of Stalin,"Comedy, Drama",95.0,244.0,78.0,6474.0,232,12
The Death of Superman,"Action & Adventure, Animation",92.0,13.0,85.0,438.0,12,1
The Death of Superman / Reign of the Supermen Double Feature,Special Interest,93.0,15.0,63.0,0.0,14,1
The Debt (Oliver's Deal),"Drama, Mystery & Suspense",44.0,9.0,47.0,118.0,4,5
The Debt Collector,Unknown,83.0,6.0,39.0,91.0,5,1
The Decent One,Documentary,70.0,30.0,44.0,205.0,21,10
The Decline (Jusqu'au déclin),Mystery & Suspense,89.0,9.0,64.0,152.0,8,1
The Decline of Western Civilization,"Documentary, Musical & Performing Arts, Special Interest",100.0,22.0,85.0,2672.0,22,0
The Decoy Bride,"Art House & International, Comedy, Drama, Romance",23.0,22.0,51.0,1699.0,5,17
The Deep,"Drama, Kids & Family",94.0,31.0,63.0,381.0,29,2
The Deep Blue Sea,"Drama, Romance",80.0,141.0,52.0,21125.0,113,28
The Deer Hunter,"Cult Movies, Drama",93.0,76.0,92.0,103489.0,71,5
The Delinquent Season,Drama,67.0,12.0,71.0,81.0,8,4
The Demolisher,"Action & Adventure, Art House & International, Horror, Mystery & Suspense",80.0,5.0,9.0,46.0,4,1
The Den,"Horror, Mystery & Suspense",77.0,22.0,52.0,1528.0,17,5
The Departure,Drama,50.0,6.0,63.0,0.0,3,3
The Descendants,"Comedy, Drama",88.0,265.0,79.0,69968.0,233,32
The Descent 2,"Action & Adventure, Horror, Mystery & Suspense",55.0,38.0,34.0,20587.0,21,17
The Details,Comedy,46.0,35.0,34.0,6442.0,16,19
The Devil and Daniel Webster,"Classics, Drama, Science Fiction & Fantasy",100.0,18.0,83.0,1983.0,18,0
The Devil Bat,"Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",58.0,12.0,31.0,2052.0,7,5
The Devil Inside,Horror,6.0,90.0,22.0,45193.0,5,85
The Devil We Know,Documentary,100.0,7.0,90.0,140.0,7,0
The Devil Wears Prada,"Comedy, Drama",75.0,196.0,76.0,571875.0,147,49
The Devil's Candy,"Drama, Horror",92.0,51.0,64.0,5649.0,47,4
The Devil's Dolls,Horror,60.0,5.0,10.0,98.0,3,2
The Devil's Doorway,Horror,76.0,25.0,45.0,239.0,19,6
The Devil's Double,"Action & Adventure, Drama, Mystery & Suspense",54.0,101.0,64.0,13985.0,55,46
The Devil's Miner,"Art House & International, Documentary, Musical & Performing Arts, Special Interest",93.0,27.0,85.0,661.0,25,2
The Devil's Playground,Drama,100.0,7.0,71.0,575.0,7,0
The Devil's Rock,"Action & Adventure, Art House & International, Drama, Horror, Science Fiction & Fantasy",56.0,9.0,36.0,387.0,5,4
The Devil's Violinist,Drama,31.0,13.0,44.0,278.0,4,9
The Diabolical,"Horror, Mystery & Suspense, Science Fiction & Fantasy",40.0,10.0,19.0,440.0,4,6
The Diary Of A Teenage Girl,Drama,95.0,164.0,73.0,12002.0,155,9
The Dictator,Comedy,57.0,220.0,44.0,167463.0,126,94
